title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1,latestDir,grp_mainLead,grp_co_lead1,grp_writer,grp_Editor,AllGenre,grp_proCm1,grp_proCm2,2ndgrp_mainLead,2ndgrp_co_lead1
Killers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2,130.87995066666667,Katalyst Films,Lionsgate,Wilma Garscadden-Gahret,Robert Luketic,Mary Jo Markey,Katherine Heigl,Ashton Kutcher,4,4,4,2,4,"Action,Comedy,Thriller,Romance",4,6,2,2
The Man from U.N.C.L.E.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2,144.19347866666666,Davis Entertainment,Warner Bros.,Callum Davison,Guy Ritchie,James Herbert,Henry Cavill,Armie Hammer,4,3,0,2,4,"Comedy,Action,Adventure",3,6,2,0
Spanglish,"[{""id"": 35, ""name"": ""Comedy""}]",1,68.80170875,Gracie Films,Columbia Pictures Corporation,Marc Boyle,James L. Brooks,Tia Nolan,Adam Sandler,Téa Leoni,4,4,0,2,3,Comedy,4,6,6,0
Monster House,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2,186.90000799999999,Columbia Pictures,Amblin Entertainment,Matthew Adams,Gil Kenan,Adam P. Scott,Ryan Newman,Steve Buscemi,2,2,1,2,2,"Animation,Comedy,Family,Fantasy",5,6,1,1
Bandits,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",1,90.17587066666667,Cheyenne Enterprises,Epsilon Motion Pictures,Kurt Peterson,Barry Levinson,Stu Linder,Bruce Willis,Billy Bob Thornton,6,6,6,1,6,"Action,Comedy,Crime,Romance",1,2,8,2
First Knight,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2,232.0007909090909,Columbia Pictures Corporation,First Knight Productions,Kathryn J. McDermott,Jerry Zucker,Walter Murch,Sean Connery,Richard Gere,6,6,3,2,6,"Action,Adventure,Drama,Romance",6,0,5,3
Immortals,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",3,302.5386893333333,Virgin Produced,Mark Canton Productions,Howard R. Campbell,Tarsem Singh,Wyatt Jones,Mickey Rourke,Kellan Lutz,3,4,1,3,3,"Fantasy,Action,Drama",3,0,2,1
Hostage,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2,149.89370192307692,Miramax Films,Cheyenne Enterprises,Florent-Emilio Siri,Florent-Emilio Siri,Richard Byard,Bruce Willis,Kevin Pollak,2,6,0,2,2,"Mystery,Drama,Thriller,Crime",6,1,8,0
Titan A.E.,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",1,49.00617866666666,Twentieth Century Fox Film Corporation,David Kirschner Productions,David J. Hardy,Don Bluth,Bob Bender,Matt Damon,Bill Pullman,4,4,2,4,3,"Animation,Action,Science Fiction,Family,Adventure",6,0,7,1
Hollywood Homicide,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",1,68.19021199999999,Columbia Pictures,Revolution Studios,Tyler Allison,Ron Shelton,Paul Seydor,Harrison Ford,Josh Hartnett,2,6,3,3,2,"Action,Adventure,Comedy,Thriller",5,3,7,2
Soldier,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,19.423844000000003,Impact Pictures,Jerry Weintraub Productions,Ed Jones,Paul W.S. Anderson,Martin Hunter,Kurt Russell,Jason Scott Lee,4,4,1,1,4,"Action,War,Science Fiction",4,3,5,1
Monkeybone,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",1,7.2126893333333335,Twentieth Century Fox Film Corporation,1492 Pictures,Gisela Hermeling,Henry Selick,Nicholas C. Smith,Brendan Fraser,Bridget Fonda,2,3,0,1,1,"Adventure,Fantasy,Animation,Action,Comedy",6,4,3,0
Flight of the Phoenix,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,46.68706666666667,Twentieth Century Fox Film Corporation,Davis Entertainment,Jean-Roux Viljoen,John Moore,Don Zimmerman,Dennis Quaid,Tyrese Gibson,3,3,2,1,4,"Action,Adventure,Drama,Thriller",6,3,3,1
Unbreakable,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",3,330.82416133333334,Limited Edition Productions Inc.,Touchstone Pictures,Maria Vaughan,M. Night Shyamalan,Dylan Tichenor,Bruce Willis,Samuel L. Jackson,6,6,3,3,5,"Science Fiction,Thriller,Drama",3,6,8,3
Minions,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",6,1563.1499486486487,Universal Pictures,Illumination Entertainment,Claire Dodgson,Pierre Coffin,Claire Dodgson,Sandra Bullock,Jon Hamm,6,6,2,6,6,"Family,Animation,Adventure,Comedy",6,0,5,0
Sucker Punch,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",2,109.5030512195122,Legendary Pictures,Warner Bros.,Nicole Oguchi,Zack Snyder,William Hoy,Emily Browning,Abbie Cornish,4,2,1,2,4,"Action,Fantasy,Thriller",6,6,1,1
Snake Eyes,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2,142.316998630137,Paramount Pictures,DeBart,Patrick Brennan,Brian De Palma,Bill Pankow,Nicolas Cage,Gary Sinise,4,6,1,2,4,"Crime,Mystery",6,0,8,1
Sphere,"[{""id"": 878, ""name"": ""Science Fiction""}]",1,17.466666666666665,Punch Productions,Warner Bros.,Gary Thomas,Barry Levinson,Stu Linder,Dustin Hoffman,Sharon Stone,6,6,1,1,6,Science Fiction,1,6,3,1
The Angry Birds Movie,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",3,479.1500589041096,Columbia Pictures,Rovio Entertainment,Kevin Webb,Clay Kaytis,Kent Beyda,Jason Sudeikis,Josh Gad,3,4,0,3,4,"Family,Animation",5,0,1,0
Fool's Gold,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2,158.90148714285715,De Line Pictures,Warner Bros.,Jennifer Cornwell,Andy Tennant,Tracey Wadmore-Smith,Matthew McConaughey,Kate Hudson,4,5,3,2,4,"Romance,Comedy,Adventure",3,6,5,3
Funny People,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,81.94530933333334,Columbia Pictures,Universal Pictures,Lisa Goldberg,Judd Apatow,Brent White,Adam Sandler,Seth Rogen,4,4,6,1,4,"Comedy,Drama",5,6,6,3
The Kingdom,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2,123.79794,Universal Pictures,Forward Pass,Kris Cole,Peter Berg,Colby Parker Jr.,Jamie Foxx,Jennifer Garner,3,3,3,4,3,"Thriller,Action,Drama",6,0,3,1
Talladega Nights: The Ballad of Ricky Bobby,"[{""id"": 35, ""name"": ""Comedy""}]",2,224.78093379310343,Columbia Pictures,Apatow Productions,Sarah Nettinga,Adam McKay,Brent White,Will Ferrell,John C. Reilly,3,4,3,2,4,Comedy,5,3,5,2
Dr. Dolittle 2,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",3,251.57763428571428,Twentieth Century Fox Film Corporation,Joseph M. Singer Entertainment,Kim Strand,Steve Carr,Craig Herring,Eddie Murphy,Kristen Wilson,4,6,0,3,3,"Comedy,Family,Romance,Fantasy",6,0,7,0
Braveheart,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",3,291.66666666666663,Icon Entertainment International,The Ladd Company,Donald Freeman,Mel Gibson,Steven Rosenblum,Mel Gibson,Catherine McCormack,6,6,0,3,4,"Action,Drama,History,War",3,0,6,0
Jarhead,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2,134.56944166666668,Universal Pictures,Neal Street Productions,Walter Murch,Sam Mendes,Walter Murch,Jamie Foxx,Jake Gyllenhaal,6,3,4,2,6,"Drama,War",6,1,3,4
The Simpsons Movie,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4,702.758468,Gracie Films,Twentieth Century Fox Film Corporation,Bingo Ferguson,David Silverman,John Carnochan,Dan Castellaneta,Julie Kavner,4,4,0,4,4,"Animation,Comedy,Family",4,6,1,0
The Majestic,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,51.82994166666667,Village Roadshow Pictures,Castle Rock Entertainment,Alison Harstedt,Frank Darabont,Jim Page,Jim Carrey,Martin Landau,3,6,0,1,4,"Drama,Romance",5,4,7,0
Driven,"[{""id"": 28, ""name"": ""Action""}]",1,58.2390829787234,Epsilon Motion Pictures,Franchise Pictures,Steve Gilson,Renny Harlin,Steve Gilson,Kip Pardue,Robert Sean Leonard,5,1,0,1,1,Action,2,3,1,0
Two Brothers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1,83.45241610738256,Pathé Renn Productions,TF1 Films Production,Christian Rajaud,Jean-Jacques Annaud,Noëlle Boisson,Maï Anh Le,Guy Pearce,3,1,3,2,2,"Adventure,Drama,Family",1,2,1,2
The Village,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3,427.8292,Scott Rudin Productions,Touchstone Pictures,Tim Gibbons,M. Night Shyamalan,Christopher Tellefsen,Bryce Dallas Howard,Joaquin Phoenix,6,3,4,3,4,"Drama,Mystery,Thriller",3,6,2,3
Doctor Dolittle,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3,414.72761267605637,Twentieth Century Fox Film Corporation,Joseph M. Singer Entertainment,Russell Boyd,Betty Thomas,Peter Teschner,Eddie Murphy,Ossie Davis,4,6,2,3,4,"Comedy,Family,Fantasy",6,0,7,0
Signs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",4,567.0109958333334,"Kennedy/Marshall Company, The",Touchstone Pictures,Michael Conte,M. Night Shyamalan,Barbara Tulliver,Mel Gibson,Joaquin Phoenix,6,6,4,4,4,"Drama,Thriller,Science Fiction,Mystery",4,6,6,3
Shrek 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",4,613.2258386666667,DreamWorks SKG,Pacific Data Images (PDI),Ryan Trenhaile,Conrad Vernon,Michael Andrews,Mike Myers,Eddie Murphy,4,5,6,4,4,"Adventure,Animation,Comedy,Family,Fantasy",6,2,3,7
Cars,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,384.9859575,Walt Disney Pictures,Pixar Animation Studios,Susan E. Levin,Joe Ranft,Ken Schretzmann,Owen Wilson,Paul Newman,3,5,6,3,5,"Animation,Adventure,Comedy,Family",6,5,4,3
Runaway Bride,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3,442.0821557142857,Paramount Pictures,Lakeshore Entertainment,Ellen Wolff,Garry Marshall,Bruce Green,Julia Roberts,Richard Gere,6,6,3,3,5,"Comedy,Romance",6,4,5,3
xXx,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",3,396.3548314285714,Columbia Pictures,Original Film,Albert Mason,Rob Cohen,Joel Negron,Vin Diesel,Asia Argento,6,4,0,3,4,"Action,Adventure,Thriller",5,4,4,0
The SpongeBob Movie: Sponge Out of Water,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,421.07301621621616,Paramount Pictures,Nickelodeon Movies,J. Elizabeth Ingram,Paul Tibbitt,David Ian Salter,Tom Kenny,Bill Fagerbakke,3,3,0,3,5,"Animation,Adventure,Comedy,Family",6,3,1,0
Ransom,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",3,386.86585125,Touchstone Pictures,Brian Grazer/Scott Rudin Productions,Piotr Sobocinski,Ron Howard,Mike Hill,Mel Gibson,Gary Sinise,4,6,1,3,4,"Action,Thriller",6,0,6,1
Inglourious Basterds,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",3,455.90149999999994,Universal Pictures,A Band Apart,Kenneth Hunter,Quentin Tarantino,Sally Menke,Brad Pitt,Mélanie Laurent,6,5,0,3,6,"Drama,Action,Thriller,War",6,2,6,0
Hook,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,429.79260428571433,Amblin Entertainment,TriStar Pictures,Ve Neill,Steven Spielberg,Michael Kahn,Robin Williams,Dustin Hoffman,6,6,6,3,6,"Adventure,Fantasy,Comedy,Family",6,4,5,3
Die Hard 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",3,342.90156285714284,Twentieth Century Fox Film Corporation,Gordon Company,Walter Wager,Renny Harlin,Robert A. Ferretti,Bruce Willis,Bonnie Bedelia,5,6,0,3,3,"Action,Thriller",6,0,8,0
S.W.A.T.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2,145.8041825,Original Film,Columbia Pictures Corporation,Joe Martin,Clark Johnson,Michael Tronick,Samuel L. Jackson,Colin Farrell,2,3,4,2,6,"Action,Thriller,Crime",4,6,3,3
Vanilla Sky,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3,299.1005014705882,Paramount Pictures,Cruise-Wagner Productions,Ana Maria Quintana,Cameron Crowe,Mark Livolsi,Tom Cruise,Penélope Cruz,4,6,4,3,5,"Drama,Mystery,Romance,Science Fiction,Thriller",6,0,8,1
Lady in the Water,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",1,56.380225333333335,Legendary Pictures,Warner Bros.,Karin Silvestri,M. Night Shyamalan,Barbara Tulliver,Paul Giamatti,Jeffrey Wright,6,4,2,5,4,"Drama,Thriller,Fantasy,Mystery",6,6,2,1
AVP: Alien vs. Predator,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2,244.54837571428573,Impact Pictures,Studio Babelsberg,Lenka Rock,Paul W.S. Anderson,Alexander Berner,Sanaa Lathan,Raoul Bova,4,3,0,2,3,"Adventure,Science Fiction,Action",4,3,1,0
Alvin and the Chipmunks: The Squeakquel,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",4,590.85334,Regency Enterprises,Fox 2000 Pictures,Julie D'Antoni,Betty Thomas,Matt Friedman,Zachary Levi,David Cross,4,4,0,4,4,"Comedy,Family,Animation,Fantasy,Music",4,6,1,0
We Were Soldiers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2,152.88104533333333,Icon Entertainment International,Wheelhouse Entertainment,Catherine Bott,Randall Wallace,William Hoy,Mel Gibson,Greg Kinnear,4,6,5,2,4,"Action,History,War",3,0,6,2
Olympus Has Fallen,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2,230.0366285714286,Nu Image Films,Millennium Films,Rachel Constantinescu,Antoine Fuqua,John Refoua,Gerard Butler,Aaron Eckhart,3,4,3,2,5,"Action,Thriller",3,3,4,2
Star Trek: Insurrection,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2,168.57142857142858,Paramount Pictures,,Jack Keller,Jonathan Frakes,Peter E. Berger,Patrick Stewart,Jonathan Frakes,3,3,0,3,4,"Science Fiction,Action,Adventure,Thriller",6,6,3,0
Battle: Los Angeles,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,289.23822285714283,Columbia Pictures,Original Film,Leonard MacDonald,Jonathan Liebesman,Christian Wagner,Aaron Eckhart,Ramón Rodríguez,3,3,0,3,4,"Action,Science Fiction",5,4,2,0
Big Fish,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2,175.59865,Columbia Pictures,The Zanuck Company,Colin Drobnis,Tim Burton,Chris Lebenzon,Ewan McGregor,Albert Finney,5,4,6,2,4,"Adventure,Fantasy,Drama",5,6,3,0
War Horse,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",3,269.0679984848485,DreamWorks SKG,Amblin Entertainment,Anna Worley,Steven Spielberg,Michael Kahn,Tom Hiddleston,Benedict Cumberbatch,6,3,6,3,6,"Drama,War",6,6,1,1
The Monuments Men,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]",2,221.4057642857143,Columbia Pictures,Studio Babelsberg,John Casey,George Clooney,Stephen Mirrione,Matt Damon,Cate Blanchett,4,4,4,2,6,"War,Drama,History,Action",5,3,7,3
The Abyss,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,128.57156857142857,Twentieth Century Fox Film Corporation,Lightstorm Entertainment,Stuart Copely,James Cameron,Joel Goodman,Ed Harris,Mary Elizabeth Mastrantonio,5,2,1,2,5,"Adventure,Action,Thriller,Science Fiction",6,4,1,0
Dracula Untold,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",3,307.8988585714286,Universal Pictures,Legendary Pictures,Kathryn Prince,Gary Shore,Richard Pearson,Luke Evans,Sarah Gadon,3,3,0,3,3,"Horror,Action,Drama,Fantasy,War",6,6,1,0
The Siege,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2,166.67558857142856,Twentieth Century Fox Film Corporation,Lynda Obst Productions,Chuck E. Stewart,Edward Zwick,Steven Rosenblum,Denzel Washington,Annette Bening,4,4,1,2,4,"Drama,Action,Thriller,Crime",6,0,8,1
Stardust,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",2,193.65718,Paramount Pictures,Ingenious Film Partners,Ian McFadyen,Matthew Vaughn,Jon Harris,Claire Danes,Charlie Cox,3,2,0,2,4,"Adventure,Fantasy,Romance,Family",6,5,1,0
Seven Years in Tibet,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2,187.79668857142858,TriStar Pictures,Mandalay Entertainment,Enrico Sabbatini,Jean-Jacques Annaud,Noëlle Boisson,Brad Pitt,Jamyang Jamtsho Wangchuk,3,5,0,2,2,"Adventure,Drama,History",4,0,6,0
The Dilemma,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,95.87523428571428,Imagine Entertainment,Universal Pictures,Vail Romeyn,Ron Howard,Mike Hill,Kevin James,Vince Vaughn,4,4,4,1,4,"Comedy,Drama",6,6,2,2
Bad Company,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",1,94.25327857142857,Jerry Bruckheimer Films,Touchstone Pictures,Lary Simpson,Joel Schumacher,Robert K. Lambert,Anthony Hopkins,Chris Rock,4,4,2,1,3,"Action,Adventure,Comedy,Thriller",3,6,3,1
Doom,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",1,93.31220166666667,Di Bonaventura Pictures,John Wells Productions,Pavel Mrkous,Andrzej Bartkowiak,Derek Brechin,Dwayne Johnson,Karl Urban,3,4,1,1,3,"Adventure,Action,Horror",2,0,6,1
I Spy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",1,47.94448142857143,Columbia Pictures Corporation,,J.J. Makaro,Betty Thomas,Matt Friedman,Eddie Murphy,Owen Wilson,4,6,5,4,4,"Action,Adventure,Comedy,Thriller",6,6,7,4
Underworld: Awakening,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2,228.73238714285714,Lakeshore Entertainment,Saturn Films,Atlin Mitchell,Björn Stein,Jeff McEvoy,Kate Beckinsale,Stephen Rea,2,3,6,6,3,"Fantasy,Action,Horror",4,4,2,1
Rock of Ages,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1,79.22481733333333,New Line Cinema,Offspring Entertainment,Adam Anders,Adam Shankman,Emma E. Hickox,Julianne Hough,Diego Boneta,4,3,0,1,3,"Comedy,Drama,Music,Romance",6,0,1,0
Hart's War,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1,46.12434857142857,David Foster Productions,Cheyenne Enterprises,Patrick Cassidy,Gregory Hoblit,David Rosenbloom,Bruce Willis,Colin Farrell,2,6,4,1,3,"Drama,War",1,1,8,3
Killer Elite,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1,87.5410696969697,Current Entertainment,Omnilab Media,Michael Queen,Gary McKendry,John Gilbert,Jason Statham,Clive Owen,1,4,3,3,5,"Action,Adventure,Thriller",1,0,4,3
Ballistic: Ecks vs. Sever,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1,28.462904285714284,Epsilon Motion Pictures,Franchise Pictures,J.J. Makaro,Wych Kaosayananda,Jay Cassidy,Antonio Banderas,Lucy Liu,1,4,0,4,4,"Action,Adventure,Thriller",2,3,4,0
